Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Tom Brady,TB,QB,6600.0,Tom Brady (15958105),21.41,19.337,23.232999999999997,29.76,16.972,20.098000000000003,26.76,17.672,20.598000000000003,26.76,341.3145782696385,284.0786811862437,221.77419354838707,3,3,1,1,1,4
Jared Goff,LAR,QB,6300.0,Jared Goff (15958106),19.08,16.333,22.039,26.318,14.148,18.934,22.418000000000003,15.148,19.734,23.218000000000004,385.722157595053,285.8568900585326,239.3798920890645,8,4,2,1,1,5
Matt Ryan,ATL,QB,5400.0,Matt Ryan (15958116),18.0,13.659999999999998,18.878999999999998,24.34,11.56,15.824,20.640000000000004,12.66,16.624,21.240000000000002,395.31478770131775,286.0320991577944,221.8570254724733,13,5,3,1,1,6
Jalen Hurts,PHI,QB,5900.0,Jalen Hurts (15958111),3.8,13.74,20.028000000000002,28.43,12.34,19.028,27.78,13.34,19.728,27.880000000000003,429.40320232896653,294.5875773916517,207.5272599366866,9,5,4,2,2,7
Philip Rivers,IND,QB,5900.0,Philip Rivers (15958109),16.91,16.334,19.96,23.29,14.504,17.310000000000002,20.74,15.504,18.01,20.74,361.2097465409575,295.59118236472943,253.32760841562904,10,5,5,2,2,7
Patrick Mahomes,KC,QB,7900.0,Patrick Mahomes (15958099),27.87,21.54,26.419999999999995,32.044,17.99,22.72,29.044,18.99,23.319999999999997,29.044,366.7595171773445,299.0158970476912,246.53601298214957,1,1,6,2,1,3
Ryan Tannehill,TEN,QB,6700.0,Ryan Tannehill (15958104),21.35,17.056,22.340999999999998,27.730999999999995,16.056,20.346,24.935999999999996,16.856,20.846,24.935999999999996,392.82363977485926,299.8970502663265,241.60686596228052,5,4,7,2,2,6
Mitchell Trubisky,CHI,QB,5500.0,Mitchell Trubisky (15958114),16.21,14.76,18.251000000000005,23.919999999999998,13.46,16.756000000000004,21.320000000000004,14.46,17.556000000000004,22.02,372.62872628726285,301.35335050134233,229.933110367893,14,6,8,3,3,9
Drew Brees,NO,QB,5900.0,Drew Brees (15958110),19.22,14.5,19.497999999999998,26.06,13.599999999999998,17.588,22.96,14.299999999999999,18.088,22.96,406.8965517241379,302.595137962868,226.4006139677667,11,5,9,3,3,8
Matthew Stafford,DET,QB,5800.0,Matthew Stafford (15958112),18.54,15.06,19.165999999999993,25.12,13.510000000000002,16.746,22.020000000000003,14.31,17.345999999999997,22.020000000000003,385.1261620185923,302.61922153814055,230.89171974522293,12,5,10,3,3,8
