,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Dak Prescott,Miles Sanders,Josh Jacobs,Deebo Samuel,Julio Jones,Michael Thomas,Darren Waller,Greg Olsen,Arizona Cardinals,152.114,50000
1,Dak Prescott,Miles Sanders,Josh Jacobs,Deebo Samuel,Mike Evans,Michael Thomas,Darren Waller,Greg Olsen,Arizona Cardinals,151.204,49900
2,Dak Prescott,Miles Sanders,Josh Jacobs,Deebo Samuel,Julio Jones,Michael Thomas,Greg Olsen,Tyrell Williams,Arizona Cardinals,151.104,49900
3,Dak Prescott,Miles Sanders,Brian Hill,Deebo Samuel,Julio Jones,Michael Thomas,Greg Olsen,Alvin Kamara,Arizona Cardinals,150.854,49800
4,Dak Prescott,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Tyrell Williams,Greg Olsen,Alvin Kamara,Arizona Cardinals,150.674,49800
5,Dak Prescott,Miles Sanders,Josh Jacobs,Deebo Samuel,Mike Evans,Michael Thomas,Greg Olsen,Tyrell Williams,Arizona Cardinals,150.194,49800
6,Matt Ryan,Miles Sanders,Josh Jacobs,Deebo Samuel,Julio Jones,Michael Thomas,Darren Waller,Greg Olsen,Arizona Cardinals,150.046,49500
7,Dak Prescott,Miles Sanders,Brian Hill,Deebo Samuel,Mike Evans,Michael Thomas,Greg Olsen,Alvin Kamara,Arizona Cardinals,149.944,49700
8,Matt Ryan,Miles Sanders,Alvin Kamara,Deebo Samuel,Julio Jones,Michael Thomas,Darren Waller,Greg Olsen,Arizona Cardinals,149.70600000000002,50000
9,Dak Prescott,Miles Sanders,Dalvin Cook,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,149.494,49900
10,Matt Ryan,Miles Sanders,Brian Hill,Deebo Samuel,Julio Jones,Michael Thomas,Greg Olsen,Leonard Fournette,Arizona Cardinals,149.36599999999999,49800
11,Dak Prescott,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Amari Cooper,Greg Olsen,Brian Hill,Arizona Cardinals,149.294,49500
12,Matt Ryan,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Tyrell Williams,Greg Olsen,Leonard Fournette,Arizona Cardinals,149.186,49800
13,Deshaun Watson,Miles Sanders,Josh Jacobs,Deebo Samuel,Mike Evans,Michael Thomas,Darren Waller,Greg Olsen,Arizona Cardinals,149.02800000000002,50000
14,Dak Prescott,Miles Sanders,Brian Hill,Deebo Samuel,Michael Thomas,Amari Cooper,Greg Olsen,Alvin Kamara,Arizona Cardinals,148.954,50000
15,Deshaun Watson,Miles Sanders,Josh Jacobs,Deebo Samuel,Julio Jones,Michael Thomas,Greg Olsen,Tyrell Williams,Arizona Cardinals,148.928,50000
16,Dak Prescott,Miles Sanders,Brian Hill,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Leonard Fournette,Arizona Cardinals,148.89399999999998,49800
17,Matt Ryan,Josh Jacobs,Brian Hill,Deebo Samuel,Michael Thomas,Tyrell Williams,Greg Olsen,Alvin Kamara,Arizona Cardinals,148.886,50000
18,Lamar Jackson,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Brian Hill,Arizona Cardinals,148.80800000000002,49800
19,Matt Ryan,Miles Sanders,Alvin Kamara,Deebo Samuel,Mike Evans,Michael Thomas,Darren Waller,Greg Olsen,Arizona Cardinals,148.796,49900
20,Matt Ryan,Miles Sanders,Alvin Kamara,Deebo Samuel,Julio Jones,Michael Thomas,Greg Olsen,Tyrell Williams,Arizona Cardinals,148.696,49900
21,Deshaun Watson,Miles Sanders,Brian Hill,Deebo Samuel,Julio Jones,Michael Thomas,Greg Olsen,Alvin Kamara,Arizona Cardinals,148.678,49900
22,Deshaun Watson,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Tyrell Williams,Greg Olsen,Alvin Kamara,Arizona Cardinals,148.498,49900
23,Matt Ryan,Miles Sanders,Brian Hill,Deebo Samuel,Mike Evans,Michael Thomas,Greg Olsen,Leonard Fournette,Arizona Cardinals,148.456,49700
24,Matt Ryan,Josh Jacobs,Brian Hill,Deebo Samuel,Mike Evans,Michael Thomas,Greg Olsen,Tyrell Williams,Arizona Cardinals,148.406,50000
25,Matt Ryan,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Amari Cooper,Darren Waller,Greg Olsen,Arizona Cardinals,148.14600000000002,49700
26,Deshaun Watson,Miles Sanders,Josh Jacobs,Deebo Samuel,Mike Evans,Michael Thomas,Greg Olsen,Tyrell Williams,Arizona Cardinals,148.018,49900
27,Matt Ryan,Miles Sanders,Alvin Kamara,Deebo Samuel,Mike Evans,Michael Thomas,Greg Olsen,Tyrell Williams,Arizona Cardinals,147.786,49800
28,Deshaun Watson,Miles Sanders,Brian Hill,Deebo Samuel,Mike Evans,Michael Thomas,Greg Olsen,Alvin Kamara,Arizona Cardinals,147.768,49800
29,Matt Ryan,Miles Sanders,Brian Hill,Deebo Samuel,Michael Thomas,Amari Cooper,Greg Olsen,Leonard Fournette,Arizona Cardinals,147.466,50000
30,Dak Prescott,Miles Sanders,Ezekiel Elliott,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,147.44400000000002,50000
31,Deshaun Watson,Miles Sanders,Dalvin Cook,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,147.31799999999998,50000
32,Matt Ryan,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Tyrell Williams,Greg Olsen,Amari Cooper,Arizona Cardinals,147.136,49600
33,Deshaun Watson,Miles Sanders,Josh Jacobs,Deebo Samuel,Michael Thomas,Amari Cooper,Greg Olsen,Brian Hill,Arizona Cardinals,147.118,49600
34,Matt Ryan,Miles Sanders,Brian Hill,Deebo Samuel,Michael Thomas,Amari Cooper,Greg Olsen,Alvin Kamara,Arizona Cardinals,146.886,49500
35,Deshaun Watson,Miles Sanders,Brian Hill,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Leonard Fournette,Arizona Cardinals,146.718,49900
36,Dak Prescott,Brian Hill,Leonard Fournette,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,145.454,49600
37,Matt Ryan,Miles Sanders,Ezekiel Elliott,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,145.376,49500
38,Lamar Jackson,Josh Jacobs,Brian Hill,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,145.368,49600
39,Lamar Jackson,Miles Sanders,Leonard Fournette,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,145.328,49900
40,Deshaun Watson,Brian Hill,Leonard Fournette,Deebo Samuel,Michael Thomas,Tyrell Williams,Darren Waller,Greg Olsen,Arizona Cardinals,143.278,49700
